FDP LOCATION,FDP DESCRIPTION,FDP INDEX
WEL-BNT-00002,WEL-BNT-0527-007,007
WEL-BNT-00002,WEL-BNT-0527-008,008
SI-CMB-00003,SI-CMB-0515-002,002
SI-CMB-00003,SI-CMB-0515-006,006
DJ-DUL-00504,DJ-DUL-0553-004,001
BG-MST-00004,BG-MST-0507-004,001
BG-MST-00005,BG-MST-0507-005,001
AN-JNT-00008,AN-JNT-0510-014,001
BS-EDW-00025,BS-EDW-0505-025,001
BS-EDW-00031,BS-EDW-0505-031,001
BS-EDW-00039,BS-EDW-0505-039,001
BS-EDW-00041,BS-EDW-0505-041,001
MV-KKW-00007,MV-KKW-0539-007,001
MV-KKW-00073,MV-KKW-0539-073,001
MV-KKW-00075,MV-KKW-0539-075,001
WT-MTG-00101,WT-MTG-0535-001,001
WT-MTG-00105,WT-MTG-0535-009,001
WT-MTG-00107,WT-MTG-0535-012,001
WT-MTG-00109,WT-MTG-0535-015,001
WT-MTG-00111,WT-MTG-0535-017,001
HC-SAM-00010,HC-SAM-0520-021,001
HC-SAM-00017,HC-SAM-0520-037,001
MAB-NFH-00010,MAB-NFH-0507-018,001
NW-FNW-00013,NW-DFA-0500-013,001
AN-MUH-00003,AN-MUH-0503-003,001
AN-MUH-00004,AN-MUH-0503-005,001
AN-MUH-00007,AN-MUH-0503-011,001
AN-MUH-00012,AN-MUH-0503-022,001
KR-TWN-00007,KR-TWN-0504-007,001
WT-SMI-00003,WT-SMI-0530-008,001
WT-SMI-00004,WT-SMI-0530-009,001
WT-SMI-00006,WT-SMI-0530-013,001
WT-SMI-00008,WT-SMI-0530-015,001
MV-PRR-00032,MV-PRR-0534-032,001
MV-PRR-00037,MV-PRR-0534-037,001
HC-HKJ-00004,HC-HKJ-0523-006,001
HC-HKJ-00006,HC-HKJ-0523-011,001
HC-HKJ-00007,HC-HKJ-0523-014,001
HC-HKJ-00011,HC-HKJ-0523-020,001
HC-HKJ-00013,HC-HKJ-0523-029,001
AN-DFA-00013,AN-DFA-0500-030,001
AN-DFA-00016,AN-DFA-0500-035,001
AN-DFA-00020,AN-DFA-0500-042,001
KL-KLK-00002,KL-KLK-0503-002,001
NA-NAT-00512,NA-NAT-0501-012,001
NA-NAT-00503,NA-NAT-0501-003,001
WEL-HAM-00024,WEL-HAM-0506-002,001
WEL-HAM-00029,WEL-HAM-0506-068,001
WEL-HAM-00031,WEL-HAM-0506-070,001
GL-PTW-00004,GL-PTW-0505-003,001
GL-PTW-00012,GL-PTW-0505-011,001
GL-PTW-00020,GL-PTW-0505-019,001
GL-PTW-00021,GL-PTW-0505-020,001
GNA-SMA-00306,GNA-SMA-0509-009,001
GNA-SMA-00316,GNA-SMA-0509-024,001
GNA-SMA-00319,GNA-SMA-0509-028,001
GNA-SMA-00327,GNA-SMA-0509-040,001
GNA-SMA-00328,GNA-SMA-0509-042,001
NT-DBJ-00111,NT-DBJ-501-011,001
NT-DBJ-00116,NT-DBJ-501-016,001
MD-RSA-00003,MD-RSA-0549-002,001
MD-RSA-00007,MD-RSA-0549-006,001
TC-ABJ-00070,TC-ABJ-0513-021,001
CEN-DFA-00005,CEN-DFA-0500-004,001
CEN-DFA-00007,CEN-DFA-0500-014,001
KOT-FRY-00006,KOT-FRY-0514-005,001
KOT-SNM-00013,KOT-SNM-0505-033,001
MRA-BKM-00109,MRA-BKM-0503-017,001
MRA-BKM-00110,MRA-BKM-0503-019,001
MRA-BKM-00112,MRA-BKM-0503-022,001
MRA-BKM-00114,MRA-BKM-0503-024,001
MRA-BKM-00115,MRA-BKM-0503-026,001
MRA-BKM-00126,MRA-BKM-0503-044,001
GNA-RBR-00106,GNA-RBR-0511-011,001
AN-SNT-00015,AN-SNT-0504-022,001
AN-SNT-00016,AN-SNT-0504-024,001
AN-SNT-00018,AN-SNT-0504-026,001
MHG-KKJ-00322,MHG-KKJ-0528-031,001
MHG-KKJ-00330,MHG-KKJ-0528-043,001
MD-BKJ-00021,MD-BKJ-0534-029,001
WDW-PNA-00037,WDW-PNA-0502-006,001
NAW-MOC-00013,NAW-MOC-0505-012,001
WT-HUJ-00010,WT-HUJ-0543-022,001
WT-HUJ-00017,WT-HUJ-0543-034,001
NLU-NCB-00003,NLU-NCB-0507-002,001
NLU-NCB-00006,NLU-NCB-0507-005,001
NLU-NCB-00007,NLU-NCB-0507-006,001
GL-DFA-00502,GL-DFA-0550-002,001
WT-EDC-00006,WT-EDC-0556-010,001
WE-DFA-00014,WE-DFA-0500-006,001
