FDP LOCATION,FDP DESCRIPTION,FDP INDEX
MV-KAJ-00019,MV-KAJ-0528-019,001
MV-KAJ-00038,MV-KAJ-0528-038,001
MV-STM-00028,MV-STM-0543-028,001
MV-KRJ-00057,MV-KRJ-0533-057,001
MV-KRJ-00063,MV-KRJ-0533-063,001
MV-MWR-00017,MV-MWR-0526-017,001
MV-BKR-00026,MV-BKR-0537-026,001
BS-GNG-00011,BS-GNG-0513-011,001
MV-WDY-00019,MV-WDY-0523-019,001
BS-EBL-00001,BS-EBL-0508-001,001
BS-EBL-00006,BS-EBL-0508-006,001
BS-EBL-00009,BS-EBL-0508-009,001
BS-EBL-00013,BS-EBL-0508-013,001
RM-DFA-00030,RM-DFA-0500-030,001
MV-BKR-00097,MV-BKR-0537-097,001
BS-CFL-00039,BS-CFL-0503-039,001
BS-CFL-00041,BS-CFL-0503-041,001
BS-CFL-00026,BS-CFL-0503-026,001
BS-CFL-00029,BS-CFL-0503-029,001
BS-CFL-00035,BS-CFL-0503-035,001
BS-GRM-00027,BS-GRM-0509-027,001
BS-GRM-00033,BS-GRM-0509-033,001
MV-SWJ-00027,MV-SWJ-0519-027,001
BS-CFL-00014,BS-CFL-0503-014,001
MV-KPD-00024,MV-KPD-0532-024,001
MV-KPD-00030,MV-KPD-0532-030,001
MV-KPD-00041,MV-KPD-0532-041,001
BS-VLP-00017,BS-VLP-0514-017,001
BS-ARM-00001,BS-ARM-0510-001,001
BS-ARM-00003,BS-ARM-0510-003,001
BS-ARM-00012,BS-ARM-0510-012,001
BS-ARM-00013,BS-ARM-0510-013,001
BS-ARM-00016,BS-ARM-0510-016,001
MV-DKR-00016,MV-DKR-0547-016,001
RM-ATR-00005,RM-ATR-0502-005,001
BS-JNM-00004,BS-JNM-0515-004,001
BS-JNM-00009,BS-JNM-0515-009,001
BS-SFR-00008,BS-SFR-0507-008,001
EGD-HDM-00013,EGD-HDM-0501-013,001
EGD-HDM-00019,EGD-HDM-0501-019,001
EGD-HDM-00021,EGD-HDM-0501-021,001
EGD-HDM-00038,EGD-HDM-0501-038,001
EGD-HDM-00042,EGD-HDM-0501-042,001
EGD-HDM-00052,EGD-HDM-0501-052,001
RM-PRM-00015,RM-PRM-0513-015,001
MV-SRT-00536,MV-SRT-0560-036,001
MF-CSR-00020,MF-CSR-0507-020,001
RM-RJM-00102,RM-RJM-0514-002,001
BS-CSL-00016,BS-CSL-0502-016,001
BS-CSL-00017,BS-CSL-0502-017,001
MV-KGW-00015,MV-KGW-0561-015,001
MV-KGW-00036,MV-KGW-0561-036,001
MV-KKW-00025,MV-KKW-0539-025,001
MV-KKW-00031,MV-KKW-0539-031,001
MF-DFA-00031,MF-DFA-0500-031,001
MV-PVR-00108,MV-PVR-0545-008,001
RM-MLN-00009,RM-MLN-0501-009,001
BS-UYM-00014,BS-UYM-0511-014,001
MV-GGD-00017,MV-GGD-0540-017,001
MV-CHK-00019,MV-CHK-0544-019,001
BS-CSL-00010,BS-CSL-0502-010,001
MF-DFA-00005,MF-DFA-0500-005,001
RM-PRM-00003,RM-PRM-0513-003,001
RM-PRM-00004,RM-PRM-0513-004,001
MF-CSR-00022,MF-CSR-0507-022,001
MV-TPS-00023,MV-TPS-0546-023,001
RM-RMS-00012,RM-RMS-0511-012,001
BS-EDW-00018,BS-EDW-0505-018,001
BS-EDW-00021,BS-EDW-0505-021,001
MV-KRJ-00040,MV-KRJ-0533-040,001
BS-EDW-00041,BS-EDW-0505-041,001
MV-KKW-00024,MV-KKW-0539-024,001
MV-KKW-00053,MV-KKW-0539-053,001
MV-KKW-00065,MV-KKW-0539-065,001
MV-KAR-00112,MV-KAR-0530-012,001
MV-KAR-00124,MV-KAR-0530-024,001
MV-KGP-00202,MV-KGP-0524-002,001
MV-KGP-00208,MV-KGP-0524-008,001
MV-KGP-00215,MV-KGP-0524-015,001
MV-KGP-00227,MV-KGP-0524-027,001
BS-MTS-00206,BS-MTS-0512-007,001
MV-AAV-00023,MV-AAV-0522-023,001
MV-HOR-00039,MV-HOR-0563-039,001
MV-DRR-00036,MV-DRR-0559-036,001
RM-MTR-00006,RM-MTR-0510-006,001
MV-DRR-00008,MV-DRR-0559-008,001
MF-VRM-00017,MF-VRM-0502-017,001
MF-VRM-00037,MF-VRM-0502-037,001
MF-JBL-00028,MF-JBL-0501-028,001
MF-UYR-00026,MF-UYR-0505-026,001
MF-UYR-00043,MF-UYR-0505-043,001
MF-LSR-00001,MF-LSR-0506-001,001
MF-LSR-00008,MF-LSR-0506-008,001
MF-LSR-00033,MF-LSR-0506-033,001
MF-DMR-00019,MF-DMR-0503-019,001
MF-DMR-00030,MF-DMR-0503-030,001
MF-DMR-00038,MF-DMR-0503-038,001
MV-HSR-00018,MV-HSR-0525-018,001
MV-HSR-00021,MV-HSR-0525-021,001
MV-HSR-00032,MV-HSR-0525-032,001
MV-HSR-00065,MV-HSR-0525-065,001
RM-DFA-00027,RM-DFA-0500-027,001
EGD-GRM-00027,EGD-GRM-0502-027,001
EGD-GRM-00031,EGD-GRM-0502-031,001
MV-MHM-00033,MV-MHM-0554-033,001
MV-MRC-00002,MV-MRC-0564-002,001
MV-MRC-00005,MV-MRC-0564-005,001
MV-MRC-00006,MV-MRC-0564-006,001
MV-MRC-00017,MV-MRC-0564-017,001
MV-MRC-00020,MV-MRC-0564-020,001
MV-AUB-00023,MV-AUB-0553-023,001
MV-AUB-00026,MV-AUB-0553-026,001
BS-ADM-00008,BS-ADM-0501-008,001
BS-ADM-00010,BS-ADM-0501-010,001
BS-ADM-00017,BS-ADM-0501-017,001
MV-SMR-00146,MV-SMR-0507-046,001
MV-HOR-00016,MV-HOR-0563-016,001
MV-HOR-00017,MV-HOR-0563-017,001
MV-PRR-00018,MV-PRR-0534-018,001
MV-PRR-00028,MV-PRR-0534-028,001
BS-RAV-00008,BS-RAV-0504-008,001
BS-GRM-00010,BS-GRM-0509-010,001
BS-GRM-00011,BS-GRM-0509-011,001
BS-GRM-00017,BS-GRM-0509-017,001
BS-PVR-00006,BS-PVR-0506-006,001
BS-PVR-00009,BS-PVR-0506-009,001
BS-PVR-00010,BS-PVR-0506-010,001
BS-PVR-00014,BS-PVR-0506-014,001
BS-PVR-00016,BS-PVR-0506-016,001
BS-PVR-00018,BS-PVR-0506-018,001
MV-WWT-00029,MV-WWT-0551-029,001
MV-WWT-00062,MV-WWT-0551-062,001
MV-FZR-00055,MV-FZR-0549-055,001
MV-FZR-00067,MV-FZR-0549-067,001
MV-STR-00110,MV-STR-0552-034,001
BS-EDW-00004,BS-EDW-0505-004,001
BS-EDW-00009,BS-EDW-0505-009,001
MV-KKW-00017,MV-KKW-0539-017,001
MV-ATM-00006,MV-ATM-0541-006,001
MV-ATM-00014,MV-ATM-0541-014,001
MV-ATM-00021,MV-ATM-0541-021,001
RM-TWR-00010,RM-TWR-0509-010,001
MV-DKR-00037,MV-DKR-0547-037,001
BS-PVR-00025,BS-PVR-0506-025,001
MV-SLP-00023,MV-SLP-0556-023,001
MV-SLP-00028,MV-SLP-0556-028,001
MV-CRD-00053,MV-CRD-0562-053,001
MV-CRD-00056,MV-CRD-0562-056,001
MV-PVR-00155,MV-PVR-0545-055,001
