FDP LOCATION,FDP DESCRIPTION,FDP INDEX
MV-WPL-00045,MV-WPL-0548-045,001
KIR-KLM-00328,KIR-KLM-0506-024,001
KT-FSR-00002,KT-FSR-0510-001,001
HC-JGT-00013,HC-JGT-0517-027,001
ND-PGR-00010,ND-PGR-0531-027,001
ND-PGR-00014,ND-PGR-0531-037,001
ND-PGR-00016,ND-PGR-0531-041,001
ND-PGR-00019,ND-PGR-0531-050,001
HK-DFA-00021,HK-DFA-0500-025,001
HK-DFA-00022,HK-DFA-0500-028,001
KG-MWD-00506,KG-MWD-0508-018,001
MV-PRR-00050,MV-PRR-0534-050,001
MV-PRR-00063,MV-PRR-0534-063,001
HI-HI-01004,HI-DFA-0500-004,001
MV-PKS-00001,MV-PKS-0521-001,001
MV-PKS-00029,MV-PKS-0521-029,001
AD-WBJ-00104,AD-WBJ-0509-004,001
KPT-FTL-00037,KPT-FTL-0507-028,001
KI-TOJ-00148,KI-TOJ-0536-004,001
CEN-DFA-00002,CEN-DFA-0500-001,001
KI-KVM-00005,KI-KVM-0523-004,001
KN-EMP-00031,KN-EMP-0508-031,001
MH-GUM-00314,MH-GUM-0515-014,001
MV-KAJ-00028,MV-KAJ-0528-028,001
MV-KAJ-00032,MV-KAJ-0528-032,001
ND-PGR-00003,ND-PGR-0531-017,001
WEL-SLR-00012,WEL-SLR-0507-081,001
BG-BAS-00005,BG-BAS-0506-005,001
EH-DFA-00003,EH-DFA-0500-003,001
KK-JWB-00004,KK-JWB-0501-004,001
MV-MWR-00026,MV-MWR-0526-026,001
MV-MWR-00032,MV-MWR-0526-032,001
MV-MWR-00036,MV-MWR-0526-036,001
ND-SRR-00016,ND-SRR-0521-039,001
KG-YTP-00535,KG-YTP-0511-035,001
KG-YTP-00541,KG-YTP-0511-041,001
MB-MB-00301,MB-MB-0600-001,001
MV-STM-00023,MV-STM-0543-023,001
KI-MWL-00006,KI-MWL-0541-013,001
KT-KT-00846,KT-DFA-0500-006,001
ND-SHP-00014,ND-SHP-0525-021,001
WEL-EAC-00025,WEL-EAC-0502-047,001
KY-PSK-00113,KY-PSK-0511-013,001
MV-KAR-00114,MV-KAR-0530-014,001
MV-KAR-00117,MV-KAR-0530-017,001
MV-KAR-00133,MV-KAR-0530-033,001
HC-KRY-00014,HC-KRY-0521-037,001
CEN-DFA-00015,CEN-DFA-0500-040,001
MV-KRJ-00041,MV-KRJ-0533-041,001
MC-MAR-00116,MC-MAR-0505-016,001
KY-GHS-00127,KY-GHS-0513-027,001
MV-ATM-00022,MV-ATM-0541-022,001
MGM-MGM-00369,MGM-DFA-0500-009,001
MT-RJM-00106,MT-RJM-0510-006,001
HAR-HDW-01013,HAR-HDW-0501-012,001
HC-YTH-00002,HC-YTH-0522-002,001
MV-WLM-00007,MV-WLM-0506-007,001
MV-WLM-00019,MV-WLM-0506-019,001
MV-WLM-00037,MV-WLM-0506-037,001
MV-WLM-00051,MV-WLM-0506-051,001
KG-NDN-00528,KG-NDN-0510-028,001
RG-NWJ-00003,RG-NWJ-0513-006,001
RG-NWJ-00002,RG-NWJ-0513-001,001
RG-NWJ-00008,RG-NWJ-0513-019,001
RG-NWJ-00010,RG-NWJ-0513-026,001
RG-NWJ-00011,RG-NWJ-0513-028,001
MD-HNB-00006,MD-HNB-0506-002,001
MV-PRR-00044,MV-PRR-0534-044,001
WT-NMR-00005,WT-NMR-0523-007,001
KL-MRN-00004,KL-MRN-0506-004,001
