FDP LOCATION,FDP DESCRIPTION,FDP INDEX
ND-RSM-00019,ND-RSM-0524-017,001
ND-PGR-00008,ND-PGR-0531-025,001
KIR-KLM-00337,KIR-KLM-0506-001,001
KIR-KLM-00339,KIR-KLM-0506-003,001
MHG-ARU-00307,MHG-ARU-0513-008,001
ND-BHM-00330,ND-BHM-0503-044,001
ND-WJR-00319,ND-WJR-0517-030,001
ND-WJR-00303,ND-WJR-0517-003,001
ND-WJR-00309,ND-WJR-0517-010,001
ND-WJR-00313,ND-WJR-0517-015,001
ND-SRM-00314,ND-SRM-0513-005,001
ND-SRM-00315,ND-SRM-0513-006,001
MHG-LMR-00301,MHG-LMR-0506-001,001
MHG-LMR-00302,MHG-LMR-0506-002,001
MHG-LMR-00303,MHG-LMR-0506-003,001
MHG-LMR-00304,MHG-LMR-0506-004,001
KAU-ASA-00022,KAU-ASA-0504-022,001
KAU-ASA-00032,KAU-ASA-0504-032,001
KIR-CVC-00323,KIR-CVC-0501-033,001
ND-SHP-00009,ND-SHP-0525-013,001
ND-SHP-00013,ND-SHP-0525-019,001
ND-SHP-00017,ND-SHP-0525-025,001
ND-NJR-00018,ND-NJR-0529-028,001
ND-BHM-00326,ND-BHM-0503-028,001
ND-BHM-00329,ND-BHM-0503-049,001
MHG-LYG-00305,MHG-LYG-0508-006,001
MHG-LYG-00307,MHG-LYG-0508-010,001
MHG-OKR-00317,MHG-OKR-0518-018,001
ND-NSM-00336,ND-NSM-0516-090,001
MHG-OKR-00311,MHG-OKR-0518-012,001
MHG-OKR-00313,MHG-OKR-0518-014,001
ND-CNR-00008,ND-CNR-0520-010,001
ND-CNR-00009,ND-CNR-0520-012,001
ND-KMT-00307,ND-KTM-0507-009,001
ND-KMT-00308,ND-KTM-0507-010,001
ND-KMT-00311,ND-KTM-0507-013,001
ND-KMT-00315,ND-KTM-0507-019,001
MHG-WKR-00006,MHG-WKR-0519-007,001
MHG-WKR-00012,MHG-WKR-0519-013,001
MHG-WKR-00014,MHG-WKR-0519-015,001
MHG-WKR-00016,MHG-WKR-0519-017,001
ND-MHR-00302,ND-MHR-0522-003,001
MHG-MHW-00318,MHG-MHW-0504-027,001
KAU-HOP-00012,KAU-HOP-0506-021,001
KIR-CVC-00317,KIR-CVC-0501-065,001
KIR-CVC-00318,KIR-CVC-0501-066,001
KIR-CVC-00319,KIR-CVC-0501-067,001
GNA-DKJ-00334,GNA-DKJ-0515-044,001
GNA-DKJ-00335,GNA-DKJ-0515-045,001
GNA-DKJ-00338,GNA-DKJ-0515-048,001
GNA-DKJ-00345,GNA-DKJ-0515-058,001
GNA-DKJ-00347,GNA-DKJ-0515-060,001
ND-PPJ-00313,ND-PPJ-0512-010,001
ND-SGM-00305,ND-SGM-0506-008,001
ND-SGM-00308,ND-SGM-0506-012,001
ND-BRN-00343,ND-BRN-0508-053,001
ND-BHM-00319,ND-BHM-0503-046,001
ND-SGM-00311,ND-SGM-0506-018,001
ND-SGM-00312,ND-SGM-0506-019,001
ND-SGM-00315,ND-SGM-0506-022,001
ND-SGM-00320,ND-SGM-0506-029,001
ND-SGM-00322,ND-SGM-0506-032,001
ND-NSM-00312,ND-NSM-0516-013,001
MHG-RMR-00323,MHG-RMR-0503-029,001
MHG-HRP-00303,MHG-HRP-0509-003,001
ND-KWJ-00004,ND-KWJ-0505-004,001
ND-KWJ-00016,ND-KWJ-0505-022,001
KIR-SBA-00025,KIR-SBA-0504-034,001
KIR-RGM-00302,KIR-RGM-0502-002,001
KIR-RGM-00303,KIR-RGM-0502-003,001
KIR-RGM-00305,KIR-RGM-0502-007,001
KIR-RGM-00308,KIR-RGM-0502-013,001
MHG-TPR-00305,MHG-TPR-0520-007,001
MHG-TPR-00311,MHG-TPR-0520-014,001
MHG-TPR-00321,MHG-TPR-0520-025,001
MHG-TPR-00322,MHG-TPR-0520-026,001
