FDP LOCATION,FDP DESCRIPTION,FDP INDEX
HPT-FHP-00010,HPT-HPT-0502-009,001
HPT-FHP-00026,HPT-HPT-0502-025,001
HPT-BRG-00012,HPT-BRG-0501-011,001
BW-FCC-00038,BW-CMC-0502-037,001
HPT-FHP-00032,HPT-HPT-0502-031,001
BZ-HGK-00008,BZ-HGK-0501-007,001
BW-FCC-00030,BW-CMC-0502-029,001
