FDP LOCATION,FDP DESCRIPTION,FDP INDEX
HC-HKJ-00002,HC-HKJ-0523-002,001
HC-HKJ-00014,HC-HKJ-0523-036,001
HC-SAM-00007,HC-SAM-0520-014,001
HC-SAM-00008,HC-SAM-0520-016,001
HC-SAM-00013,HC-SAM-0520-026,001
HC-WRM-00012,HC-WRM-0525-024,001
HC-WRM-00008,HC-WRM-0525-015,001
HC-OLA-00012,HC-OLA-0551-023,001
KX-DFA-00004,KX-DFA-0500-012,001
KX-DFA-00006,KX-DFA-0500-018,001
KX-DFA-00010,KX-DFA-0500-028,001
KX-BNK-00019,KX-BNK-0527-017,001
HC-YTH-00002,HC-YTH-0522-002,001
TAN-KDR-00027,TAN-KDR-0511-049,001
KOT-NMP-00010,KOT-NMP-0503-007,001
HC-GDL-00002,HC-GDL-0508-003,001
HC-NPT-00015,HC-NPT-0509-034,001
KX-THM-00038,KX-THM-0543-096,001
HC-ARJ-00002,HC-ARJ-0518-003,001
HC-ARJ-00006,HC-ARJ-0518-013,001
HC-ARJ-00021,HC-ARJ-0518-051,001
HC-YTH-00017,HC-YTH-0522-025,001
NAW-GLN-00003,NAW-GLN-0506-002,001
TAN-BTW-00003,TAN-BTW-0520-002,001
TAN-BTW-00012,TAN-BTW-0520-017,001
HC-KRY-00023,HC-KRY-0521-040,001
HC-KRY-00024,HC-KRY-0521-043,001
KOT-NMP-00011,KOT-NMP-0503-002,001
TAN-DTG-00011,TAN-DTG-0516-017,001
KOT-SKY-00001,KOT-SKY-0515-001,001
TAN-DMV-00016,TAN-DMV-0517-043,001
MDW-TPR-00003,MDW-TPR-0502-004,001
MDW-TPR-00005,MDW-TPR-0502-008,001
HC-MWT-00002,HC-MWT-0527-001,001
TAL-EKM-00003,TAL-EKM-0515-004,001
TAN-PPR-00004,TAN-PPR-0506-009,001
TAN-PPR-00007,TAN-PPR-0506-019,001
TAN-PPR-00008,TAN-PPR-0506-024,001
HC-GWT-00013,HC-GWT-0503-018,001
HC-GFC-00008,HC-GFC-0502-014,001
MDW-DMR-00015,MDW-DMR-0507-014,001
HC-UDW-00012,HC-UDW-0504-024,001
HC-KGR-00002,HC-KGR-0524-003,001
