FDP LOCATION,FDP DESCRIPTION,FDP INDEX
JL-NFS-00006,JL-NFS-0533-008,001
JL-NFS-00010,JL-NFS-0533-012,001
JL-ONR-00003,JL-ONR-0512-004,001
JL-ONR-00010,JL-ONR-0512-019,001
JL-ONR-00012,JL-ONR-0512-024,001
JL-ONR-00017,JL-ONR-0512-039,001
JL-ONR-00019,JL-ONR-0512-046,001
JL-RUK-00008,JL-RUK-0507-0014,001
JL-RUK-00010,JL-RUK-0507-018,001
JL-RUK-00014,JL-RUK-0507-027,001
JL-RUK-00023,JL-RUK-0507-037,001
JL-RUK-00024,JL-RUK-0507-038,001
JL-RUK-00026,JL-RUK-0507-041,001
JL-RUK-00029,JL-RUK-0507-050,001
JL-TDL-00188,JL-TDL-0506-036,001
JL-ODR-00045,JL-ODR-0532-033,001
JL-ODR-00046,JL-ODR-0532-034,001
JL-ODR-00047,JL-ODR-0532-035,001
JL-UDM-00108,JL-UDM-0501-027,001
JL-PMJ-00014,JL-PMJ-0513-032,001
JL-NCR-00005,JL-NCR-0531-004,001
JL-NCR-00015,JL-NCR-0531-042,001
JL-TWN-00006,JL-TWN-0514-005,001
JL-TWN-00010,JL-TWN-0514-010,001
JL-TWN-00017,JL-TWN-0514-022,001
JL-TWN-00020,JL-TWN-0514-028,001
JL-STR-00024,JL-STR-0518-045,001
JL-STR-00025,JL-STR-0518-046,001
JL-STR-00026,JL-STR-0518-047,001
JL-STR-00027,JL-STR-0518-049,001
JL-TWN-00023,JL-TWN-0514-034,001
JL-MNR-00002,JL-MNR-0503-003,001
JL-MNR-00003,JL-MNR-0503-004,001
JL-GLP-00016,JL-GLP-0504-027,001
JL-ARG-00003,JL-ARG-0508-002,001
JL-ARG-00004,JL-ARG-0508-003,001
JL-KDJ-00017,JL-KDJ-0523-029,001
JL-KDJ-00023,JL-KDJ-0523-041,001
JL-ONR-00021,JL-ONR-0512-001,001
JL-HTJ-00005,JL-HTJ-0536-004,001
JL-HTJ-00007,JL-HTJ-0536-006,001
JL-HTJ-00011,JL-HTJ-0536-010,001
JL-KPU-00004,JL-KPU-0541-002,001
JL-KPU-00006,JL-KPU-0541-004,001
JL-KPU-00012,JL-KPU-0541-013,001
JL-KPU-00013,JL-KPU-0541-015,001
JL-KPU-00015,JL-KPU-0541-017,001
JL-KDJ-00025,JL-KDJ-0523-011,001
JL-BPT-00028,JL-BPT-0511-011,001
RG-NWG-00538,RG-NWG-0552-038,001
RG-NWG-00543,RG-NWG-0552-043,001
RG-ATK-00509,RG-ATK-0559-009,001
RG-ATK-00516,RG-ATK-0559-016,001
RG-ATK-00521,RG-ATK-0559-021,001
RG-TEM-00505,RG-TEM-0560-005,001
RG-TEM-00507,RG-TEM-0560-007,001
RG-TEM-00509,RG-TEM-0560-009,001
RG-TEM-00511,RG-TEM-0560-011,001
MI-BOE-00505,MI-BOE-0556-005,001
RG-BTW-00522,RG-BTW-0575-022,001
RG-ANK-00508,RG-ANK-0553-008,001
RG-WST-00026,RG-WST-0514-067,001
RG-NWG-00507,RG-NWG-0552-007,001
RG-NWG-00525,RG-NWG-0552-025,001
RG-NWG-00526,RG-NWG-0552-026,001
RG-DFA-00501,RG-DFA-0550-001,001
RG-NWV-00530,RG-NWV-0554-030,001
RG-PPR-00502,RG-PPR-0562-002,001
RG-PLD-00507,RG-PLD-0555-007,001
RG-BGM-00508,RG-BGM-0556-008,001
RG-SMM-00502,RG-SMM-0551-002,001
RG-SMM-00508,RG-SMM-0551-008,001
RG-SMM-00512,RG-SMM-0551-012,001
RG-NWV-00501,RG-NWV-0554-001,001
RG-NWV-00520,RG-NWV-0554-020,001
RG-JSR-00508,RG-JSR-0557-008,001
RG-JSR-00509,RG-JSR-0557-009,001
RG-WST-00002,RG-WST-0514-015,001
RG-WST-00006,RG-WST-0514-034,001
RG-WST-00008,RG-WST-0514-038,001
RG-WST-00009,RG-WST-0514-040,001
RG-PRR-00006,RG-PRR-0512-007,001
RG-DFA-00011,RG-DFA-0500-019,001
RG-ANH-00011,RG-ANH-00506-035,001
RG-TWR-00006,RG-TWR-0508-011,001
WT-HSR-00023,WT-HSR-0513-027,001
WT-HKR-00071,WT-HKR-0518-101,001
WT-HKR-00072,WT-HKR-0518-102,001
WT-HKR-00077,WT-HKR-0518-110,001
WT-HCS-00006,WT-HCS-0526-008,001
WT-STR-00006,WT-STR-0516-021,001
WT-HSR-00012,WT-HSR-0513-025,001
WT-OHS-00011,WT-OHS-0507-018,001
WT-OHS-00019,WT-OHS-0507-029,001
WT-OHS-00022,WT-OHS-0507-032,001
WT-OHS-00023,WT-OHS-0507-034,001
WT-ALW-00017,WT-ALW-0525-023,001
WT-ALW-00004,WT-ALW-0525-003,001
WT-ALW-00006,WT-ALW-0525-005,001
WT-ALW-00011,WT-ALW-0525-015,001
WT-ALW-00014,WT-ALW-0525-018,001
WT-ALW-00016,WT-ALW-0525-021,001
WT-HKR-00055,WT-HKR-0518-095,001
WT-WSM-00017,WT-WSM-0533-025,001
WT-WSM-00020,WT-WSM-0533-028,001
WT-WSM-00035,WT-WSM-0533-045,001
WT-WSM-00011,WT-WSM-0533-013,001
WT-OGM-00005,WT-OGM-0510-005,001
WT-SWR-00004,WT-SWR-0508-003,001
WT-SWR-00007,WT-SWR-0508-006,001
WT-PWR-00002,WT-PWR-0504-001,001
WT-ACE-00004,WT-ACE-0532-008,001
WT-ACE-00014,WT-ACE-0532-028,001
WT-ACE-00015,WT-ACE-0532-032,001
WT-HKR-00050,WT-HKR-0518-069,001
WT-WLH-00005,WT-WLH-0524-008,001
WT-WLH-00009,WT-WLH-0524-015,001
WT-CAR-00008,WT-CAR-0527-009,001
WT-MCD-00004,WT-MCD-0534-006,001
WT-MCD-00005,WT-MCD-0534-007,001
WT-MCD-00009,WT-MCD-0534-012,001
WT-MCD-00012,WT-MCD-0534-016,001
WT-MCD-00013,WT-MCD-0534-017,001
WT-MCD-00039,WT-MCD-0534-056,001
WT-MCD-00048,WT-MCD-0534-074,001
WT-MCD-00049,WT-MCD-0534-076,001
WT-MCD-00051,WT-MCD-0534-079,001
WT-MCD-00057,WT-MCD-0534-091,001
WT-MCD-00058,WT-MCD-0534-092,001
WT-MCD-00059,WT-MCD-0534-093,001
WT-HKR-00019,WT-HKR-0518-119,001
WT-HKR-00024,WT-HKR-0518-127,001
WT-HKR-00025,WT-HKR-0518-128,001
WT-OGP-00012,WT-OGP-0512-013,001
WT-OGP-00014,WT-OGP-0512-015,001
WT-OGP-00016,WT-OGP-0512-017,001
WT-SAS-00007,WT-SAS-0503-009,001
WT-MRD-00003,WT-MRD-0567-003,001
WT-MRD-00006,WT-MRD-0567-007,001
WT-MRD-00010,WT-MRD-0567-013,001
WT-MTG-00120,WT-MTG-0571-008,001
WT-TPR-00009,WT-TPR-0509-009,001
WT-AND-00006,WT-AND-0572-010,001
WT-CRM-00005,WT-CRM-0569-008,001
WT-CRM-00008,WT-CRM-0569-013,001
WT-CRM-00016,WT-CRM-0569-023,001
WT-GWT-00006,WT-GWT-0575-018,001
WT-GWT-00008,WT-GWT-0575-020,001
WT-GWT-00010,WT-GWT-0575-023,001
WT-GWT-00011,WT-GWT-0575-024,001
WT-HKR-00003,WT-HKR-0518-003,001
WT-HKR-00005,WT-HKR-0518-005,001
WT-HKR-00008,WT-HKR-0518-008,001
WT-HKR-00013,WT-HKR-0518-021,001
WT-EKS-00002,WT-EKS-0560-001,001
WT-EKS-00008,WT-EKS-0560-009,001
WT-EKS-00012,WT-EKS-0560-015,001
WT-EKS-00024,WT-EKS-0560-031,001
WT-GGT-00034,WT-GGT-0561-005,001
WT-GGT-00041,WT-GGT-0561-016,001
WT-GGT-00044,WT-GGT-0561-021,001
WT-JKE-00019,WT-JKE-0557-026,001
WT-JKE-00021,WT-JKE-0557-028,001
WT-JKE-00024,WT-JKE-0557-031,001
WT-EDJ-00003,WT-EDJ-0555-003,001
WT-EDJ-00005,WT-EDJ-0555-006,001
WT-EDJ-00010,WT-EDJ-0555-012,001
WT-EDJ-00011,WT-EDJ-0555-014,001
WT-EDJ-00013,WT-EDJ-0555-017,001
WT-EDJ-00017,WT-EDJ-0555-023,001
WT-EDJ-00018,WT-EDJ-0555-025,001
WT-EDJ-00019,WT-EDJ-0555-026,001
WT-EDJ-00022,WT-EDJ-0555-030,001
WT-EDJ-00024,WT-EDJ-0555-033,001
WT-EDC-00009,WT-EDC-0556-014,001
WT-STJ-00025,WT-STJ-0559-039,001
WT-STJ-00023,WT-STJ-0559-036,001
WT-STJ-00017,WT-STJ-0559-026,001
WT-TEM-00002,WT-TEM-0553-001,001
WT-TEM-00005,WT-TEM-0553-007,001
WT-TEM-00010,WT-TEM-0553-016,001
WT-DLU-00009,WT-DLU-0548-017,001
WT-ALI-00013,WT-ALI-0551-015,001
WT-NTU-00024,WT-NTU-0558-013,001
