FDP LOCATION,FDP DESCRIPTION,FDP INDEX
BNG-DFA-50016,BNG-DFA-0500-016,001
BNG-BNG-00408,BNG-BNG-0504-008,001
BNG-BIG-00316,BNG-BIG-0503-016,001
CW-TWN-00517,CW-TWN-0511-017,001
CW-KGR-00501,CW-KGR-0503-001,001
CW-KGR-00526,CW-KGR-0503-026,001
KAP-KKL-00003,KAP-KKL-0501-003,001
LW-DMW-00509,LW-DMW-0502-009,001
LW-DMW-00526,LW-DMW-0502-026,001
MC-NTD-00407,MC-NTD-0506-007,001
MC-NTD-00422,MC-NTD-0506-022,001
MC-MC-00522,MC-DFA-0500-002,001
MC-MC-00525,MC-DFA-0500-005,001
CW-CW-00803,CW-DFA-0500-003,001
CW-CW-00814,CW-DFA-0500-014,001
CW-MAR-00502,CW-MAR-0501-002,001
CW-JBM-00502,CW-JBM-0510-002,001
CW-JBM-00503,CW-JBM-0510-003,001
CW-MAK-00510,CW-MAK-0502-010,001
CW-MAK-00524,CW-MAK-0502-024,001
MC-WHN-00120,MC-WHN-0503-020,001
LW-WNT-00007,LW-WNT-0501-007,001
LW-WNT-00013,LW-WNT-0501-013,001
LW-WNT-00045,LW-WNT-0501-045,001
LW-WNT-00052,LW-WNT-0501-052,001
LW-WNT-00061,LW-WNT-0501-061,001
