FDP LOCATION,FDP DESCRIPTION,FDP INDEX
MV-KAJ-00046,MV-KAJ-0528-046,001
MV-KAJ-00048,MV-KAJ-0528-048,001
MV-KAJ-00067,MV-KAJ-0528-067,001
MV-WLM-00043,MV-WLM-0506-043,001
MV-WLM-00056,MV-WLM-0506-056,001
MV-STM-00029,MV-STM-0543-029,001
MV-STM-00042,MV-STM-0543-042,001
MV-STM-00048,MV-STM-0543-048,001
MV-STM-00055,MV-STM-0543-055,001
MV-STM-00064,MV-STM-0543-064,001
BS-GNG-00012,BS-GNG-0513-012,001
BS-GNG-00014,BS-GNG-0513-014,001
BS-GNG-00019,BS-GNG-0513-019,001
BS-EBL-00003,BS-EBL-0508-003,001
BS-CFL-00022,BS-CFL-0503-022,001
BS-GRM-00023,BS-GRM-0509-023,001
MV-PRR-00032,MV-PRR-0534-032,001
MV-PRR-00037,MV-PRR-0534-037,001
BS-GRM-00015,BS-GRM-0509-015,001
MV-KPD-00019,MV-KPD-0532-019,001
MV-KPD-00039,MV-KPD-0532-039,001
BS-VLP-00002,BS-VLP-0514-002,001
BS-ARM-00002,BS-ARM-0510-002,001
BS-ARM-00004,BS-ARM-0510-004,001
BS-ARM-00005,BS-ARM-0510-005,001
BS-ARM-00006,BS-ARM-0510-006,001
BS-ARM-00009,BS-ARM-0510-009,001
MV-DKR-00002,MV-DKR-0547-002,001
RM-ATR-00004,RM-ATR-0502-004,001
RM-ATR-00001,RM-ATR-0502-001,001
MF-JBL-00019,MF-JBL-0501-019,001
BS-JNM-00003,BS-JNM-0515-003,001
BS-JNM-00005,BS-JNM-0515-005,001
BS-JNM-00008,BS-JNM-0515-008,001
MV-KPD-00013,MV-KPD-0532-013,001
BS-SFR-00009,BS-SFR-0507-009,001
BS-SFR-00010,BS-SFR-0507-010,001
EGD-HDM-00022,EGD-HDM-0501-022,001
RM-PRM-00018,RM-PRM-0513-018,001
RM-FTL-00012,RM-FTL-0504-012,001
MV-SRT-00530,MV-SRT-0560-030,001
MV-SRT-00531,MV-SRT-0560-031,001
MV-SRT-00540,MV-SRT-0560-040,001
MF-CSR-00015,MF-CSR-0507-015,001
MF-CSR-00017,MF-CSR-0507-017,001
RM-KDM-00008,RM-KDM-0516-008,001
MF-DFA-00023,MF-DFA-0500-023,001
MV-PVR-00110,MV-PVR-0545-010,001
MV-PVR-00113,MV-PVR-0545-013,001
MV-PVR-00117,MV-PVR-0545-017,001
BS-UYM-00017,BS-UYM-0511-017,001
BS-UYM-00023,BS-UYM-0511-023,001
MF-DFA-00004,MF-DFA-0500-004,001
MF-DFA-00009,MF-DFA-0500-009,001
MF-DFA-00020,MF-DFA-0500-020,001
RM-PRM-00010,RM-PRM-0513-010,001
BS-CSL-00005,BS-CSL-0502-005,001
