FDP LOCATION,FDP DESCRIPTION,FDP INDEX
AW-AGP-00024,AW-AGP-0507-024,001
AW-ARK-00004,AW-ARK-0512-004,001
AW-ARK-00041,AW-ARK-0512-041,001
AW-DRP-00002,AW-DRP-0515-002,001
AW-DRP-00011,AW-DRP-0515-011,001
AW-PWK-00024,AW-PWK-0502-024,001
AW-SLT-00020,AW-SLT-0504-001,001
AW-UKW-00017,AW-UKW-0503-017,001
BG-BLG-00102,BG-BLG-0501-002,001
BG-BLG-00107,BG-BLG-0501-007,001
BG-BAS-00003,BG-BAS-0506-003,001
BG-KRD-00104,BG-KRD-0502-004,001
BG-DGT-00502,BG-DGT-0504-003,001
BR-MGC-00058,BR-MGC-0502-003,001
BR-MHU-00004,BR-MUH-0504-007,001
BR-MGL-00074,BR-MGL-0511-004,001
BR-MGL-00076,BR-MGL-0511-006,001
BR-MGL-00077,BR-MGL-0511-008,001
BT-ABJ-00008,BT-ABJ-0505-024,001
BT-RBG-00002,BT-RBG-0514-001,001
BT-ARH-00036,BT-ARH-0512-005,001
BT-ARH-00038,BT-ARH-0512-016,001
BT-DLG-00005,BT-DLG-0503-006,001
BT-DLG-00006,BT-DLG-0503-007,001
BT-DLG-00009,BT-DLG-0503-017,001
BT-SNW-00115,BT-SNW-0504-010,001
BT-KWN-00038,BT-KWN-0501-013,001
BT-KBJ-00062,BT-KBJ-0511-008,001
EH-DFA-00008,EH-DFA-0500-008,001
KE-RNW-00509,KE-RNW-0501-009,001
KE-GHJ-00510,KE-GHJ-0503-010,001
KE-WTJ-00523,KE-WTJ-0504-023,001
KE-CMB-00505,KE-CMB-0506-005,001
KE-CMB-00513,KE-CMB-0506-013,001
KE-SLT-00003,KE-SLT-0507-003,001
KE-WTJ-00505,KE-WTJ-0504-005,001
KT-FSR-00004,KT-FSR-0510-004,001
KT-KCB-00007,KT-KCB-0513-012,001
KT-CNJ-00143,KT-CNJ-0526-005,001
KT-RJM-00003,KT-RJM-0501-004,001
KT-TPJ-00135,KT-TPJ-0514-014,001
KT-PTR-00003,KT-PTR-0515-004,001
MNA-CRJ-00511,MNA-CRJ-0503-011,001
MNA-NBS-00505,MNA-NBS-0502-005,001
MNA-NRJ-00510,MNA-NRJ-0505-010,001
MGM-MGM-00377,MGM-MGM-0502-002,001
MGM-MGM-00373,MGM-MGM-0501-004,001
PH-PWT-00105,PH-PWT-0504-007,001
PH-PWT-00111,PH-PWT-0504-027,001
PH-PWT-00112,PH-PWT-0504-032,001
PH-NJW-00082,PH-NJW-0503-001,001
PH-NJW-00088,PH-NJW-0503-017,001
PH-SHM-00037,PH-SHM-0530-009,001
PH-RKJ-00002,PH-RKJ-0510-005,001
PH-PVR-00004,PH-PVR-0529-005,001
PH-WLS-00131,PH-WLS-0502-001,001
PH-GLT-00031,PH-GLT-0522-028,001
PH-GLT-00032,PH-GLT-0522-035,001
PH-GLT-00027,PH-GLT-0522-021,001
RN-HPJ-00011,RN-HPJ-0505-011,001
RN-NWT-00010,RN-NWT-0506-010,001
RN-NWT-00023,RN-NWT-0506-023,001
RN-BST-00030,RN-BST-0503-030,001
RN-BST-00033,RN-BST-0503-033,001
RN-SMW-00021,RN-SMW-0502-021,001
RN-SMW-00029,RN-SMW-0502-029,001
RN-BMW-00005,RN-BMW-0504-005,001
RN-BMW-00025,RN-BMW-0504-025,001
WDW-WDW-01218,WDW-DFA-0500-004,001
WDW-WDW-01225,WDW-DFA-0500-021,001
KR-TWN-00002,KR-TWN-0504-001,001
DGD-DGD-00278,DGD-DFA-0500-006,001
DGD-GLS-00107,DGD-GLS-0505-005,001
