FDP LOCATION,FDP DESCRIPTION,FDP INDEX
KT-KT-00847,KT-DFA-0500-008,001
KT-GDS-00002,KT-GDS-0520-001,001
KT-GDS-00003,KT-GDS-0520-004,001
KT-GDS-00006,KT-GDS-0520-014,001
KT-FSR-00008,KT-FSR-0510-014,001
BT-DRG-00112,BT-DRG-0502-005,001
BT-DRG-00113,BT-DRG-0502-007,001
BT-DRG-00114,BT-DRG-0502-009,001
KT-RJM-00007,KT-RJM-0501-014,001
KT-RJM-00009,KT-RJM-0501-016,001
BT-SNW-00118,BT-SNW-0504-014,001
DGD-DGD-00280,DGD-DFA-0500-009,001
MGM-MGM-00380,MGM-MGM-0502-009,001
BT-BT-00314,BT-DFA-0500-005,001
KT-FSR-00007,KT-FSR-0510-009,001
