FDP LOCATION,FDP DESCRIPTION,FDP INDEX
KY-MWM-00113,KY-MWM-0527-013,001
PKL-IDB-00605,PKL-IDB-0511-005,001
PKL-BOI-00604,PKL-BOI-0512-004,001
PKL-BOI-00610,PKL-BOI-0512-010,001
PKL-BGW-00110,PKL-BGW-0509-010,001
PKL-BGW-00118,PKL-BGW-0509-018,001
PKL-BGW-00129,PKL-BGW-0509-029,001
PKL-TSV-00117,PKL-TSV-0502-017,001
PKL-TSV-00109,PKL-TSV-0502-009,001
KS-BOP-00607,KS-BOP-0510-007,001
KS-BOP-00618,KS-BOP-0510-018,001
KS-BOP-00622,KS-BOP-0510-022,001
KS-GBD-00610,KS-GBD-509-010,001
KS-GBD-00612,KS-GBD-509-012,001
KY-SWD-00515,KY-SWD-0543-015,001
KY-HER-00501,KY-HER-0533-001,001
KS-KGT-00607,KS-KGT-0501-007,001
KS-KGT-00610,KS-KGT-0501-010,001
KS-HMG-00602,KS-HMG-0504-002,001
KS-GOH-00602,KS-GOH-0505-002,001
PKL-WPT-00208,PKL-WPT-0503-008,001
KY-AMJ-00102,KY-AMJ-0514-002,001
PKL-DFA-00108,PKL-DFA-0500-008,001
KY-DSC-00102,KY-DSC-0515-002,001
KS-JMV-00106,KS-JMV-0502-006,001
KY-SDM-00109,KY-SDM-0505-009,001
PKL-GMW-00102,PKL-GMW-0506-002,001
PKL-GMW-00104,PKL-GMW-0506-004,001
PKL-GMW-00105,PKL-GMW-0506-005,001
KY-HNB-00127,KY-HNB-0503-027,001
PKL-KLP-00117,PKL-KLP-0505-017,001
KY-SDM-00116,KY-SDM-0505-016,001
KY-SDM-00119,KY-SDM-0505-019,001
PKL-KS-00117,PKL-KS-0501-017,001
PKL-KS-00101,PKL-KS-0501-001,001
PKL-KS-00102,PKL-KS-0501-002,001
PKL-KS-00103,PKL-KS-0501-003,001
PKL-KS-00104,PKL-KS-0501-004,001
PKL-KS-00106,PKL-KS-0501-006,001
PKL-KS-00107,PKL-KS-0501-007,001
PKL-KS-00108,PKL-KS-0501-008,001
PKL-KS-00109,PKL-KS-0501-009,001
PKL-KS-00110,PKL-KS-0501-010,001
KY-HNB-00102,KY-HNB-0503-002,001
KY-HNB-00105,KY-HNB-0503-005,001
KY-DFA-00103,KY-DFA-0500-003,001
KY-DFA-00118,KY-DFA-0500-018,001
KY-PBV-00117,KY-PBV-0512-017,001
KY-PBV-00118,KY-PBV-0512-018,001
KY-SDM-00101,KY-SDM-0505-001,001
KY-SDM-00106,KY-SDM-0505-006,001
PKL-MW-00103,PKL-MW-0507-003,001
PKL-MW-00101,PKL-MW-0507-001,001
PKL-TSV-00102,PKL-TSV-0502-002,001
KY-SDM-00134,KY-SDM-0505-034,001
KY-SRM-00118,KY-SRN-0504-018,001
