FDP LOCATION,FDP DESCRIPTION,FDP INDEX
AW-AGP-00006,AW-AGP-0507-006,001
AW-SWR-00005,AW-SWR-0513-005,001
BG-THG-00003,BG-THG-0503-003,001
BG-THG-00004,BG-THG-0503-004,001
BG-MST-00004,BG-MST-0507-004,001
BG-MST-00011,BG-MST-0507-011,001
BG-MST-00010,BG-MST-0507-010,001
BG-MST-00008,BG-MST-0507-008,001
BT-DRG-00114,BT-DRG-0502-009,001
BT-DRG-00113,BT-DRG-0502-007,001
BT-DRG-00112,BT-DRG-0502-005,001
BT-BT-00314,BT-DFA-0500-005,001
EH-CRJ-00001,EH-CRJ-0502-001,001
EH-CRJ-00002,EH-CRJ-0502-002,001
EH-CRJ-00003,EH-CRJ-0502-003,001
EH-CRJ-00004,EH-CRJ-0502-004,001
EH-CRJ-00005,EH-CRJ-0502-005,001
KOM-PAJ-00001,KOM-PAJ-0504-001,001
KOM-PAJ-00002,KOM-PAJ-0504-002,001
KOM-PAJ-00003,KOM-PAJ-0504-003,001
KOM-PAJ-00004,KOM-PAJ-0504-004,001
KOM-PAJ-00005,KOM-PAJ-0504-005,001
KOM-PAJ-00006,KOM-PAJ-0504-006,001
KOM-PAJ-00010,KOM-PAJ-0504-010,001
BT-SNW-00118,BT-SNW-0504-014,001
KOM-SCL-00002,KOM-SCL-0505-002,001
KOM-NCB-00013,KOM-NCB-0502-013,001
KOM-KAJ-00006,KOM-KAJ-0506-006,001
KE-RNW-00508,KE-RNW-0501-008,001
KE-SJC-00504,KE-SJC-0502-004,001
KE-SJC-00509,KE-SJC-0502-009,001
KE-TCJ-00504,KE-TCJ-0505-004,001
KE-TCJ-00509,KE-TCJ-0505-009,001
KE-TCJ-00517,KE-TCJ-0505-017,001
KE-HPJ-00508,KE-HPJ-0508-008,001
KE-CMB-00508,KE-CMB-0506-008,001
KE-WTJ-00504,KE-WTJ-0504-004,001
KE-WTJ-00507,KE-WTJ-0504-007,001
KE-WTJ-00518,KE-WTJ-0504-018,001
KT-FSR-00007,KT-FSR-0510-009,001
KT-FSR-00008,KT-FSR-0510-014,001
KT-KT-00847,KT-DFA-0500-008,001
KT-RJM-00007,KT-RJM-0501-014,001
KT-GDS-00002,KT-GDS-0520-001,001
KT-GDS-00006,KT-GDS-0520-014,001
MNA-HMR-00505,MNA-HMR-0504-005,001
KT-KLM-00004,KT-KLM-0525-003,001
KT-KLM-00005,KT-KLM-0525-004,001
KT-KLM-00007,KT-KLM-0525-006,001
MNA-HMR-00509,MNA-HMR-0504-009,001
MNA-CRJ-00506,MNA-CRJ-0503-006,001
MNA-CRJ-00507,MNA-CRJ-0503-007,001
MNA-CRJ-00516,MNA-CRJ-0503-016,001
MNA-NBS-00501,MNA-NBS-0502-001,001
MNA-NBS-00502,MNA-NBS-0502-002,001
MNA-NBS-00508,MNA-NBS-0502-008,001
MNA-NBS-00509,MNA-NBS-0502-009,001
MNA-NBS-00510,MNA-NBS-0502-010,001
MNA-NRJ-00504,MNA-NRJ-0505-004,001
MNA-GNT-00509,MNA-GNT-0506-009,001
MGM-MGM-00380,MGM-MGM-0502-009,001
NB-NBJ-00005,NB-NBJ-0501-004,001
NB-NBJ-00004,NB-NBJ-0501-003,001
NB-NBJ-00009,NB-NBJ-0501-008,001
PH-NJW-00091,PH-NJW-0503-027,001
PH-NJW-00092,PH-NJW-0503-028,001
PH-UPR-00010,PH-UPR-0505-019,001
PH-PWT-00126,PH-PWT-0504-034,001
PH-PWT-00125,PH-PWT-0504-028,001
PH-PH-00878,PH-DFA-0500-011,001
PH-PH-00933,PH-DFA-0500-016,001
PH-PH-00934,PH-DFA-0500-017,001
RN-HPJ-00016,RN-HPJ-0505-016,001
RN-NWT-00005,RN-NWT-0506-005,001
RN-NWT-00019,RN-NWT-0506-019,001
RN-BST-00019,RN-BST-0503-019,001
RN-BMW-00003,RN-BMW-0504-003,001
RN-BMW-00014,RN-BMW-0504-014,001
RN-AMG-00012,RN-AMG-0507-012,001
RN-AMG-00014,RN-AMG-0507-014,001
RN-AMG-00002,RN-AMG-0507-002,001
RN-BST-00015,RN-BST-0503-015,001
RN-BST-00017,RN-BST-0503-017,001
RN-BST-00023,RN-BST-0503-023,001
RN-BST-00028,RN-BST-0503-028,001
WDW-WDW-01227,WDW-DFA-0500-024,001
WDW-WDW-01229,WDW-DFA-0500-027,001
WDW-WDW-01231,WDW-DFA-0500-030,001
WDW-WDW-01234,WDW-DFA-0500-040,001
WDW-WRA-00042,WDW-WRA-0508-011,001
WDW-WRA-00048,WDW-WRA-0508-017,001
WDW-WRA-00053,WDW-WRA-0508-022,001
WDW-WRA-00055,WDW-WRA-0508-024,001
WDW-PNA-00037,WDW-PNA-0502-006,001
WDW-PNA-00040,WDW-PNA-0502-009,001
WDW-PNA-00041,WDW-PNA-0502-010,001
WDW-PNA-00046,WDW-PNA-0502-015,001
WDW-PNR-00002,WDW-PNR-0501-001,001
WDW-PNR-00003,WDW-PNR-0501-002,001
WDW-PNR-00004,WDW-PNR-0501-003,001
WDW-PNR-00011,WDW-PNR-0501-010,001
WDW-PNR-00015,WDW-PNR-0501-014,001
WDW-PNR-00016,WDW-PNR-0501-015,001
WDW-PNR-00017,WDW-PNR-0501-016,001
WDW-PNR-00020,WDW-PNR-0501-019,001
WDW-PNR-00022,WDW-PNR-0501-021,001
WDW-PNR-00028,WDW-PNR-0501-027,001
WDW-PNA-00032,WDW-PNA-0502-001,001
WDW-PNA-00034,WDW-PNA-0502-003,001
WDW-PNA-00036,WDW-PNA-0502-005,001
WDW-WRA-00032,WDW-WRA-0508-001,001
WDW-WRA-00034,WDW-WRA-0508-003,001
WDW-WRA-00036,WDW-WRA-0508-005,001
WDW-WRA-00037,WDW-WRA-0508-006,001
WDW-WRA-00039,WDW-WRA-0508-008,001
WDW-WRA-00040,WDW-WRA-0508-009,001
KR-PSW-00005,KR-PSW-0501-005,001
KR-TWN-00007,KR-TWN-0504-007,001
PE-PCT-00503,PE-PCT-0503-003,001
PE-PCT-00511,PE-PCT-0503-011,001
DGD-DGD-00280,DGD-DFA-0500-009,001
